project_child_id,ref_age_class,ref_source,ref_source_ode,outcome
210744,ECSE,primary,Childcare/Preschool,p
210367,EI,primary,Physician/Clinic,p
210367,EI,secondary,Physician/Clinic,
211811,ECSE,primary,Childcare/Preschool,p
213491,ECSE,primary,Physician/Clinic,p
217625,EI to KG,primary,Physician/Clinic,p
212439,EI to ECSE,primary,Parents/Family,p
214460,EI,primary,CAPTA,p
212102,ECSE,primary,Parents/Family,p
219015,EI,primary,Physician/Clinic,p
213751,EI,primary,Physician/Clinic,p
213751,ECSE,secondary,Physician/Clinic,
215631,ECSE,primary,Physician/Clinic,p
213081,EI,primary,Physician/Clinic,p
225458,EI,primary,CAPTA,p
223229,EI,primary,Parents/Family,ia
223229,EI,primary,Parents/Family,p
223229,ECSE,primary,Parents/Family,ia
223229,ECSE,primary,Parents/Family,s
221127,ECSE,primary,Parents/Family,p
221127,EI to KG,primary,Parents/Family,p
223255,ECSE,primary,Physician/Clinic,p
226410,EI,primary,Physician/Clinic,ia
226410,EI,primary,Other,ia
226410,ECSE,primary,Physician/Clinic,p
226254,ECSE,primary,Parents/Family,p
223943,EI,primary,Physician/Clinic,p
228732,EI,primary,Hospital,p
224104,EI,primary,Hospital,p
224936,EI,primary,Physician/Clinic,p
226331,EI,primary,Physician/Clinic,ia
226331,EI,primary,Other,p
229608,ECSE,primary,Parents/Family,p
226657,ECSE,primary,Parents/Family,p
221510,EI,primary,Parents/Family,ia
221510,ECSE,primary,Parents/Family,p
228728,ECSE,primary,Physician/Clinic,ia
228728,EI to KG,primary,Parents/Family,p
226960,EI,primary,Physician/Clinic,ia
226960,EI,primary,Other,ia
226960,EI,primary,Parents/Family,p
229909,EI,primary,Hospital,p
229909,EI,secondary,Physician/Clinic,
229991,EI,primary,Parents/Family,p
229991,EI,secondary,Physician/Clinic,
229991,EI,secondary,Physician/Clinic,
222958,EI,primary,Hospital,p
223628,EI,primary,Physician/Clinic,ia
223628,EI,primary,Parents/Family,p
227798,EI,primary,Hospital,p
226151,ECSE,primary,"Public Health, WIC",p
220152,EI,primary,Physician/Clinic,ia
229372,EI,primary,Physician/Clinic,p
229372,EI,secondary,Physician/Clinic,
221348,EI,primary,Physician/Clinic,p
221348,EI,secondary,Physician/Clinic,
222217,EI,primary,Parents/Family,p
229251,EI,primary,Physician/Clinic,ia
229251,EI,primary,CAPTA,ia
229251,EI,primary,CAPTA,p
228799,EI,primary,Hospital,p
224796,EI,primary,Parents/Family,ia
224796,EI,primary,Other,ia
224796,ECSE,primary,Other,p
226611,ECSE,primary,Move in from another state,p
223132,ECSE,primary,Healthy Families Oregon,p
224933,EI to ECSE,primary,Parents/Family,p
223495,ECSE,primary,Parents/Family,p
228025,ECSE,primary,Parents/Family,ia
228025,EI to KG,primary,Parents/Family,ia
228025,EI to KG,primary,Parents/Family,p
220566,EI,primary,Physician/Clinic,ia
220566,EI to ECSE,primary,Physician/Clinic,p
222816,EI,primary,Physician/Clinic,p
228508,ECSE,primary,Physician/Clinic,p
227068,EI,primary,CAPTA,p
222723,ECSE,primary,Parents/Family,ia
222723,EI to KG,primary,Other,p
229439,EI,primary,Physician/Clinic,ia
229439,EI,primary,Parents/Family,p
224126,EI,primary,Parents/Family,p
224126,EI,secondary,Physician/Clinic,
224126,EI,secondary,Public Health,
220123,EI,primary,Physician/Clinic,ia
220123,EI,primary,Parents/Family,ia
220123,EI to ECSE,primary,Parents/Family,ia
220123,ECSE,primary,Head Start,p
229646,EI,primary,Physician/Clinic,ia
229646,EI,primary,Physician/Clinic,ia
229646,EI,primary,Parents/Family,p
225114,EI,primary,Physician/Clinic,ia
225114,EI,primary,Physician/Clinic,ia
225114,EI to ECSE,primary,Parents/Family,ia
225114,ECSE,primary,Parents/Family,p
227525,EI,primary,Parents/Family,p
227525,EI,secondary,Physician/Clinic,
220618,ECSE,primary,Head Start,p
224697,ECSE,primary,Parents/Family,p
225647,EI,primary,Physician/Clinic,p
225002,EI to KG,primary,Head Start,p
223901,ECSE,primary,Healthy Families Oregon,p
220550,EI,primary,Physician/Clinic,ia
220550,EI,primary,Parents/Family,p
225115,ECSE,primary,Childcare/Preschool,ia
225115,ECSE,primary,Parents/Family,p
224198,EI,primary,Physician/Clinic,ia
224198,EI,primary,Other,p
228824,ECSE,primary,Physician/Clinic,ia
228824,ECSE,primary,Physician/Clinic,ia
228824,ECSE,primary,Parents/Family,ia
228824,ECSE,primary,Parents/Family,ia
228824,ECSE,primary,Parents/Family,ia
228824,ECSE,primary,Physician/Clinic,p
223165,EI,primary,Physician/Clinic,p
226678,EI,primary,Hospital,p
226678,EI,secondary,CAPTA,
220132,ECSE,primary,Move in from another state,ia
220132,ECSE,primary,Move in from another state,p
225597,ECSE,primary,Physician/Clinic,p
225562,EI to ECSE,primary,Physician/Clinic,p
228951,EI,primary,CAPTA,p
221992,ECSE,primary,Parents/Family,ia
221992,EI to KG,primary,Parents/Family,p
220919,ECSE,primary,Parents/Family,p
227456,EI,primary,Physician/Clinic,p
222539,EI to ECSE,primary,Parents/Family,p
224856,ECSE,primary,Physician/Clinic,ia
224856,ECSE,secondary,EHDI,
224856,ECSE,primary,Parents/Family,p
221406,ECSE,primary,Physician/Clinic,p
228999,ECSE,primary,Parents/Family,p
226534,EI,primary,Parents/Family,p
226534,EI,secondary,Physician/Clinic,
221277,EI,primary,Parents/Family,p
221277,EI,secondary,Physician/Clinic,
225328,EI,primary,Physician/Clinic,p
223801,EI,primary,Parents/Family,ia
223801,ECSE,primary,Parents/Family,ia
223801,ECSE,primary,Physician/Clinic,p
223534,EI,primary,Physician/Clinic,ia
223534,EI,primary,Parents/Family,p
228115,ECSE,primary,Other DHS,p
228624,ECSE,primary,Parents/Family,p
222140,ECSE,primary,Physician/Clinic,ia
222140,ECSE,primary,Parents/Family,ia
222140,ECSE,primary,Parents/Family,p
225355,ECSE,primary,Parents/Family,p
225355,ECSE,secondary,Physician/Clinic,
228284,EI,primary,Physician/Clinic,p
228385,EI,primary,EHDI,p
221520,ECSE,primary,Physician/Clinic,ia
221520,EI to KG,primary,Physician/Clinic,ia
221520,EI to KG,primary,Parents/Family,p
228318,EI,primary,Physician/Clinic,ia
228318,EI to ECSE,primary,Parents/Family,p
226521,EI,primary,Parents/Family,p
222179,ECSE,primary,Parents/Family,p
220835,ECSE,primary,Parents/Family,ia
220835,ECSE,primary,Physician/Clinic,p
221273,EI to ECSE,primary,Parents/Family,ia
221273,EI to ECSE,primary,Parents/Family,ia
221273,ECSE,primary,Other,p
222045,ECSE,primary,Physician/Clinic,p
228954,EI to ECSE,primary,Parents/Family,p
228954,ECSE,primary,Physician/Clinic,ia
228954,ECSE,primary,Parents/Family,p
229553,EI,primary,Other,p
221351,ECSE,primary,Physician/Clinic,p
227776,EI to KG,primary,Childcare/Preschool,p
227720,EI,primary,Parents/Family,p
220466,EI,primary,Physician/Clinic,p
228211,EI,primary,Parents/Family,p
228211,EI,secondary,Physician/Clinic,
225581,ECSE,primary,Parents/Family,p
220882,EI,primary,Hospital,ia
220882,EI,primary,Other,p
222318,EI,primary,Physician/Clinic,p
223816,ECSE,primary,Other,p
229332,ECSE,primary,Physician/Clinic,ia
229332,ECSE,primary,Parents/Family,p
226786,ECSE,primary,Parents/Family,p
229657,EI,primary,Physician/Clinic,p
226663,EI to ECSE,primary,Physician/Clinic,p
224976,ECSE,primary,Parents/Family,p
225724,EI,primary,Other EI/ECSE program,p
220216,ECSE,primary,Parents/Family,p
228892,EI,primary,CAPTA,p
229342,EI,primary,Physician/Clinic,ia
229342,EI,primary,Other,ia
229342,EI,primary,Physician/Clinic,p
228247,EI,primary,Physician/Clinic,p
226594,ECSE,primary,Parents/Family,p
220375,EI,primary,EHDI,p
222109,EI,primary,CAPTA,p
222109,EI,secondary,Physician/Clinic,
229312,ECSE,primary,Parents/Family,p
221287,EI,primary,Physician/Clinic,p
226496,EI,primary,Physician/Clinic,p
225822,EI,primary,Physician/Clinic,p
223674,EI,primary,Physician/Clinic,ia
223674,EI,primary,Physician/Clinic,p
223674,EI,secondary,CAPTA,
223966,EI,primary,Physician/Clinic,p
223966,EI,secondary,Physician/Clinic,
222219,ECSE,primary,Parents/Family,p
223422,EI,primary,Parents/Family,ia
223422,EI,primary,CAPTA,p
226191,EI to KG,primary,Move in from another state,p
224048,ECSE,primary,Parents/Family,p
224663,EI,primary,Physician/Clinic,p
228930,ECSE,primary,Head Start,p
221404,EI,primary,Parents/Family,p
225902,ECSE,primary,Other,p
224223,ECSE,primary,Childcare/Preschool,p
229223,ECSE,primary,Parents/Family,p
226714,EI,primary,Physician/Clinic,ia
226714,EI,primary,Parents/Family,p
225577,EI,primary,Physician/Clinic,p
225577,EI,secondary,Physician/Clinic,
220500,EI,primary,Physician/Clinic,ia
220500,EI,primary,Parents/Family,p
228993,EI,primary,Physician/Clinic,ia
228993,ECSE,primary,Physician/Clinic,p
222141,EI,primary,Hospital,p
220503,EI,primary,Parents/Family,p
220503,EI,secondary,Public Health,
225685,EI,primary,Parents/Family,ia
225685,EI,primary,Other,ia
225685,EI,primary,Other,p
228217,ECSE,primary,Parents/Family,p
224994,ECSE,primary,Physician/Clinic,p
223211,EI,primary,Physician/Clinic,ia
223211,EI,primary,Other,ia
223211,EI,primary,Parents/Family,ia
223211,ECSE,primary,Physician/Clinic,p
221430,EI,primary,Physician/Clinic,p
223129,EI,primary,Physician/Clinic,ia
223129,EI,primary,Parents/Family,p
225525,ECSE,primary,Physician/Clinic,p
220583,EI,primary,Parents/Family,ia
220583,EI,primary,Parents/Family,p
225068,EI,primary,Parents/Family,ia
225068,EI,primary,Parents/Family,p
221011,EI,primary,Parents/Family,ia
221011,ECSE,primary,Parents/Family,p
221592,ECSE,primary,Parents/Family,p
222722,ECSE,primary,Childcare/Preschool,p
224160,ECSE,primary,Other EI/ECSE program,p
228501,ECSE,primary,Physician/Clinic,p
228501,ECSE,secondary,Physician/Clinic,
229047,EI,primary,Physician/Clinic,p
229957,EI,primary,Physician/Clinic,p
227672,ECSE,primary,Physician/Clinic,p
226416,EI,primary,Healthy Families Oregon,p
229614,EI to ECSE,primary,Parents/Family,ia
229614,ECSE,primary,Parents/Family,p
224544,EI,primary,Physician/Clinic,ia
224544,EI,primary,Other,p
229410,EI,primary,Physician/Clinic,p
224375,EI,primary,Physician/Clinic,ia
224375,EI,primary,Other,p
224225,EI,primary,Other,ia
224225,EI,primary,Other,ia
224225,EI,primary,Other,ia
224225,ECSE,primary,Other,p
223747,EI,primary,Parents/Family,p
223747,EI,secondary,Physician/Clinic,
227284,EI,primary,Physician/Clinic,ia
227284,EI,primary,Other,p
226715,EI,primary,Physician/Clinic,ia
226715,EI,primary,Parents/Family,p
224957,EI,primary,Physician/Clinic,p
221619,EI,primary,CAPTA,p
220799,EI,primary,CAPTA,p
227340,EI,primary,Public Health,p
222574,EI,primary,Parents/Family,p
227448,EI to ECSE,primary,Parents/Family,p
222819,ECSE,primary,Move in from another state,p
222819,ECSE,secondary,Physician/Clinic,
227249,EI,primary,Parents/Family,p
220260,EI,primary,Parents/Family,p
220260,EI,secondary,Healthy Families Oregon,
220260,EI,secondary,CAPTA,
222793,EI,primary,Parents/Family,p
222793,ECSE,secondary,CAPTA,
222858,ECSE,primary,Parents/Family,p
223981,EI,primary,CAPTA,p
223981,EI,primary,Physician/Clinic,ia
227101,ECSE,primary,Physician/Clinic,ia
227101,ECSE,primary,Physician/Clinic,p
226084,ECSE,primary,Physician/Clinic,p
225416,ECSE,primary,Other EI/ECSE program,p
228814,ECSE,primary,Parents/Family,ia
228814,ECSE,primary,Parents/Family,p
220237,EI,primary,Move in from another state,p
220237,EI,secondary,Physician/Clinic,
220272,ECSE,primary,Head Start,p
226111,ECSE,primary,Head Start,ia
226111,EI to KG,primary,Head Start,p
229152,ECSE,primary,Parents/Family,p
229723,ECSE,primary,Parents/Family,p
226896,ECSE,primary,Parents/Family,p
223239,ECSE,primary,Parents/Family,p
227099,EI,primary,Physician/Clinic,ia
227099,EI,primary,Other,ia
227099,EI,primary,Other,p
228747,ECSE,primary,Physician/Clinic,ia
228747,EI to KG,primary,Childcare/Preschool,p
221651,EI to ECSE,primary,Physician/Clinic,ia
221651,ECSE,primary,Parents/Family,ia
221651,ECSE,primary,Physician/Clinic,p
221651,ECSE,primary,Parents/Family,p
224339,ECSE,primary,Physician/Clinic,ia
224339,ECSE,primary,Parents/Family,p
228298,EI,primary,Parents/Family,p
221121,EI,primary,Public Health,p
221568,EI,primary,Public Health,ia
221568,EI,primary,Parents/Family,p
221596,EI,primary,CAPTA,p
227026,ECSE,primary,Other DHS,ia
227026,EI to KG,primary,Childcare/Preschool,p
224439,EI,primary,Physician/Clinic,ia
224439,EI,primary,Other,p
226145,ECSE,primary,Childcare/Preschool,p
225554,ECSE,primary,Parents/Family,p
225554,ECSE,secondary,Physician/Clinic,
229506,EI,primary,Parents/Family,p
225817,EI,primary,Physician/Clinic,ia
225817,EI,primary,Parents/Family,p
229424,EI,primary,Physician/Clinic,ia
229424,EI,primary,Other,p
228066,EI,primary,Physician/Clinic,ia
228066,EI,primary,Other,p
226395,EI to ECSE,primary,Parents/Family,p
223851,ECSE,primary,Other DHS,ia
223851,ECSE,primary,Head Start,p
224279,ECSE,primary,Move in from another state,p
222244,EI to ECSE,primary,Parents/Family,p
225326,ECSE,primary,Physician/Clinic,p
222355,EI,primary,Physician/Clinic,ia
222355,EI,primary,Parents/Family,p
223983,ECSE,primary,Physician/Clinic,p
226341,ECSE,primary,Parents/Family,p
226666,ECSE,primary,Parents/Family,p
229577,EI,primary,Hospital,p
223456,EI,primary,Physician/Clinic,p
220849,EI,primary,Physician/Clinic,ia
220849,EI,primary,Parents/Family,p
220849,ECSE,secondary,Physician/Clinic,
220849,ECSE,secondary,Healthy Families Oregon,
228423,ECSE,primary,Parents/Family,p
223441,ECSE,primary,Parents/Family,p
223441,ECSE,secondary,Physician/Clinic,
220411,EI,primary,CAPTA,ia
220411,EI,primary,CAPTA,ia
220411,EI,primary,Hospital,p
220411,EI,secondary,EHDI,
228554,EI,primary,Parents/Family,p
224174,ECSE,primary,Healthy Families Oregon,p
228871,EI,primary,Parents/Family,p
228621,ECSE,primary,Other EI/ECSE program,p
223362,EI,primary,Parents/Family,ia
223362,ECSE,primary,Other,p
228979,ECSE,primary,Parents/Family,p
223110,EI to ECSE,primary,Parents/Family,ia
223110,ECSE,primary,Parents/Family,ia
223110,ECSE,primary,Parents/Family,p
227307,ECSE,primary,Parents/Family,ia
227307,EI to KG,primary,Parents/Family,p
222223,EI,primary,Physician/Clinic,p
220626,EI,primary,Physician/Clinic,p
220626,EI,secondary,Physician/Clinic,
224884,EI,primary,Hospital,p
222275,EI,primary,Physician/Clinic,p
227138,ECSE,primary,Parents/Family,p
226451,EI,primary,Parents/Family,p
221335,EI,primary,Hospital,p
223267,EI,primary,Healthy Families Oregon,p
227646,EI,primary,Physician/Clinic,ia
227646,EI,primary,Other,p
223925,EI,primary,Physician/Clinic,ia
223925,EI,primary,Physician/Clinic,p
220393,EI to ECSE,primary,Other EI/ECSE program,p
220393,ECSE,primary,Parents/Family,p
221019,ECSE,primary,Hospital,p
221615,EI,primary,Physician/Clinic,ia
221615,EI,primary,Physician/Clinic,ia
221615,EI,primary,Physician/Clinic,ia
221615,EI,primary,Other,p
221615,EI,secondary,Physician/Clinic,
225021,ECSE,primary,Parents/Family,p
222034,EI to ECSE,primary,Head Start,p
228307,ECSE,primary,Parents/Family,p
225217,ECSE,primary,Physician/Clinic,p
222940,ECSE,primary,Other EI/ECSE program,p
228978,ECSE,primary,Other EI/ECSE program,p
224637,EI,primary,Parents/Family,p
222500,EI,primary,Other,ia
222500,EI,primary,Parents/Family,p
224790,EI,primary,Parents/Family,ia
224790,EI,primary,Parents/Family,p
220178,ECSE,primary,Parents/Family,p
224419,EI,primary,Parents/Family,p
224419,ECSE,primary,Physician/Clinic,ia
225683,EI,primary,Physician/Clinic,p
223611,EI,primary,Hospital,p
228030,EI,primary,Physician/Clinic,p
222195,ECSE,primary,Other EI/ECSE program,p
220528,EI,primary,Physician/Clinic,ia
220528,EI,primary,Parents/Family,p
226333,ECSE,primary,Other DHS,p
222241,EI,primary,Physician/Clinic,p
222241,EI,secondary,Physician/Clinic,
222629,EI,primary,Physician/Clinic,ia
222629,EI,primary,Physician/Clinic,p
228645,EI,primary,Physician/Clinic,ia
228645,EI,primary,Physician/Clinic,p
228645,EI,secondary,CAPTA,
224042,EI,primary,Physician/Clinic,p
224042,EI,secondary,CAPTA,
224042,EI,secondary,Physician/Clinic,
221454,ECSE,primary,Physician/Clinic,ia
221454,ECSE,primary,Parents/Family,p
228565,EI to ECSE,primary,Parents/Family,p
228565,ECSE,secondary,Head Start,
226119,EI,primary,CAPTA,p
227182,EI,primary,CAPTA,p
227182,EI,secondary,CAPTA,
220451,ECSE,primary,Other DHS,ia
220451,ECSE,primary,Other,ia
220451,ECSE,primary,Parents/Family,p
224951,EI,primary,CAPTA,ia
224951,EI,primary,CAPTA,p
222881,EI,primary,Physician/Clinic,ia
222881,EI,primary,Physician/Clinic,p
222477,ECSE,primary,Other EI/ECSE program,p
228009,EI,primary,Parents/Family,ia
228009,EI,secondary,Physician/Clinic,
228009,EI,primary,Other,p
228220,EI,primary,Physician/Clinic,ia
228220,EI,primary,Other,p
225987,EI,primary,CAPTA,p
229398,EI,primary,Physician/Clinic,ia
229398,ECSE,primary,Parents/Family,p
225388,EI,primary,Move in from another state,p
222887,EI,primary,Physician/Clinic,ia
222887,EI,primary,Parents/Family,ia
222887,EI,primary,Parents/Family,p
228933,ECSE,primary,Healthy Families Oregon,ia
228933,ECSE,primary,Childcare/Preschool,p
224151,ECSE,primary,Other EI/ECSE program,p
226445,EI,primary,Hospital,p
229116,ECSE,primary,Physician/Clinic,p
229284,EI,primary,CAPTA,ia
229284,EI,primary,Other,ia
229284,EI,primary,Other,p
227509,ECSE,primary,Other,ia
227509,ECSE,primary,Other,p
220081,EI,primary,Parents/Family,p
220081,EI to ECSE,secondary,CAPTA,
220081,ECSE,secondary,Other DHS,
225063,EI,primary,Physician/Clinic,ia
225063,ECSE,primary,Physician/Clinic,p
225063,ECSE,secondary,Physician/Clinic,
226700,EI,primary,Physician/Clinic,p
223030,EI,primary,Hospital,p
226921,EI,primary,Physician/Clinic,p
226056,EI,primary,Other,ia
226056,EI,primary,Parents/Family,p
221379,EI to ECSE,primary,Parents/Family,p
228521,ECSE,primary,Parents/Family,p
228521,ECSE,secondary,Physician/Clinic,
227238,EI,primary,Physician/Clinic,ia
227238,EI,primary,Physician/Clinic,ia
227238,EI,primary,Parents/Family,ia
227238,EI,primary,Parents/Family,p
229508,EI,primary,Physician/Clinic,ia
229508,EI,primary,Parents/Family,p
228546,EI,primary,CAPTA,ia
228546,ECSE,primary,Other DHS,p
220994,EI,primary,Hospital,p
228340,EI,primary,Parents/Family,p
229823,EI,primary,Parents/Family,p
225912,EI,primary,Parents/Family,ia
225912,EI,secondary,Physician/Clinic,
225912,EI,primary,Parents/Family,p
225912,ECSE,primary,Physician/Clinic,p
224942,EI,primary,Parents/Family,p
224942,EI,secondary,Physician/Clinic,
229151,ECSE,primary,Physician/Clinic,p
221649,ECSE,primary,Parents/Family,p
227671,EI,primary,Parents/Family,p
221935,EI,primary,Physician/Clinic,p
221935,EI,secondary,Physician/Clinic,
224359,ECSE,primary,Parents/Family,p
228846,EI,primary,Physician/Clinic,ia
228846,EI,primary,Parents/Family,p
222029,ECSE,primary,Physician/Clinic,p
225061,EI,primary,Physician/Clinic,p
223753,EI,primary,Physician/Clinic,ia
223753,EI,primary,Parents/Family,p
224453,EI to ECSE,primary,CAPTA,p
224453,EI to ECSE,secondary,Physician/Clinic,
225299,EI,primary,CAPTA,ia
225299,EI,primary,CAPTA,ia
225299,EI,primary,CAPTA,p
227919,EI,primary,CAPTA,ia
227919,EI,primary,CAPTA,p
229660,ECSE,primary,Other EI/ECSE program,p
225748,ECSE,primary,Parents/Family,p
228556,EI,primary,CAPTA,p
228444,ECSE,primary,Move in from another state,ia
228444,ECSE,primary,Head Start,p
227794,ECSE,primary,Parents/Family,p
227794,EI to KG,primary,Other DHS,p
222632,ECSE,primary,Parents/Family,p
223952,ECSE,primary,Parents/Family,p
227319,ECSE,primary,Parents/Family,p
224987,EI,primary,Physician/Clinic,ia
224987,ECSE,primary,Other,p
228037,ECSE,primary,Childcare/Preschool,p
221159,ECSE,primary,Parents/Family,p
222448,ECSE,primary,Physician/Clinic,p
222448,ECSE,secondary,Physician/Clinic,
227977,EI to KG,primary,Physician/Clinic,p
228707,EI,primary,Hospital,ia
228707,EI,primary,Parents/Family,p
228707,EI,secondary,CAPTA,
221858,ECSE,primary,Other,p
220843,EI to ECSE,primary,Parents/Family,p
222717,EI to KG,primary,Parents/Family,p
221186,EI to KG,primary,Head Start,p
221186,EI to KG,secondary,Other DHS,
225747,ECSE,primary,Parents/Family,p
226503,ECSE,primary,Parents/Family,p
224447,EI,primary,Physician/Clinic,p
224447,EI,secondary,Physician/Clinic,
223012,EI,primary,Physician/Clinic,p
222339,EI,primary,Hospital,ia
222339,EI,primary,Physician/Clinic,p
221923,EI to KG,primary,Physician/Clinic,p
223757,EI,primary,CAPTA,p
220779,EI to KG,primary,Parents/Family,p
224896,EI,primary,Head Start,p
225900,EI,primary,Physician/Clinic,p
221757,EI,primary,CAPTA,p
225221,ECSE,primary,Parents/Family,p
226203,EI,primary,Physician/Clinic,p
228428,EI to KG,primary,Childcare/Preschool,p
224263,EI,primary,Physician/Clinic,p
224263,EI,secondary,Parents/Family,
229958,EI,primary,Physician/Clinic,p
220612,ECSE,primary,Physician/Clinic,p
228498,ECSE,primary,Physician/Clinic,p
224492,EI,primary,Hospital,ia
224492,EI,primary,Parents/Family,p
225998,EI to KG,primary,Physician/Clinic,p
227151,ECSE,primary,Physician/Clinic,p
225168,EI,primary,Physician/Clinic,p
229656,EI to KG,primary,Childcare/Preschool,p
226310,ECSE,primary,Head Start,p
225633,EI,primary,Physician/Clinic,p
220827,ECSE,primary,Parents/Family,p
229705,ECSE,primary,Childcare/Preschool,p
227499,ECSE,primary,Head Start,p
229760,EI,primary,Physician/Clinic,ia
229760,EI,primary,Parents/Family,ia
229760,EI,primary,Parents/Family,p
229760,EI,secondary,Physician/Clinic,
228141,EI,primary,Hospital,ia
228141,EI,primary,Parents/Family,p
228141,EI,secondary,CAPTA,
225157,EI,primary,Physician/Clinic,ia
225157,EI,primary,Physician/Clinic,p
226749,EI,primary,Physician/Clinic,ia
226749,EI,primary,Parents/Family,p
229787,ECSE,primary,Head Start,p
224039,EI to KG,primary,Head Start,p
220298,EI to KG,primary,Head Start,p
229172,EI,primary,Parents/Family,p
223188,EI to KG,primary,Childcare/Preschool,p
221201,EI to KG,primary,Parents/Family,p
220125,EI to KG,primary,Parents/Family,p
229669,EI to KG,primary,Parents/Family,p
224500,EI,primary,Parents/Family,p
226251,ECSE,primary,Childcare/Preschool,p
222654,EI,primary,Physician/Clinic,ia
222654,ECSE,primary,Parents/Family,p
222654,ECSE,secondary,Physician/Clinic,
228620,EI,primary,Physician/Clinic,ia
228620,ECSE,primary,Physician/Clinic,p
222470,EI,primary,CAPTA,p
228657,ECSE,primary,Childcare/Preschool,p
226547,ECSE,primary,Other,p
221407,ECSE,primary,Other,p
220468,ECSE,primary,Parents/Family,ia
220468,ECSE,primary,Parents/Family,p
222923,ECSE,primary,Childcare/Preschool,p
224023,ECSE,primary,Childcare/Preschool,p
229795,ECSE,primary,Childcare/Preschool,p
221030,ECSE,primary,Childcare/Preschool,p
220496,ECSE,primary,Head Start,p
224051,EI,primary,CAPTA,ia
224051,ECSE,primary,Parents/Family,p
229807,EI,primary,CAPTA,p
226261,EI,primary,Physician/Clinic,ia
226261,EI to ECSE,primary,Parents/Family,p
225696,EI to KG,primary,Physician/Clinic,p
229545,EI,primary,Physician/Clinic,p
229545,EI,primary,Hospital,p
228538,EI,primary,Physician/Clinic,p
229320,EI to ECSE,primary,Other EI/ECSE program,p
220982,EI to KG,primary,Head Start,p
220514,EI to KG,primary,Head Start,p
229531,EI to KG,primary,Childcare/Preschool,p
229936,EI to KG,primary,Childcare/Preschool,p
222232,ECSE,primary,Head Start,p
220645,EI,primary,Physician/Clinic,ia
220645,EI,primary,Other,p
229734,EI to KG,primary,Head Start,p
224414,EI to KG,primary,Head Start,p
226756,ECSE,primary,Head Start,p
221908,EI to KG,primary,Childcare/Preschool,p
223427,ECSE,primary,Childcare/Preschool,p
221516,EI to KG,primary,Childcare/Preschool,p
222679,ECSE,primary,Head Start,p
227255,EI to KG,primary,Head Start,p
222760,ECSE,primary,Parents/Family,p
222600,ECSE,primary,Parents/Family,p
220722,EI to KG,primary,Head Start,p
226797,ECSE,primary,Head Start,p
229967,ECSE,primary,Head Start,p
228439,ECSE,primary,Head Start,p
220693,EI,primary,Parents/Family,p
227910,EI to KG,primary,Childcare/Preschool,p
220073,EI to KG,primary,Childcare/Preschool,p
228248,EI,primary,Hospital,p
226827,ECSE,primary,Childcare/Preschool,p
224588,EI to KG,primary,Childcare/Preschool,p
222403,EI,primary,Physician/Clinic,p
228490,ECSE,primary,Head Start,p
223636,EI,primary,Physician/Clinic,p
224345,EI to KG,primary,Childcare/Preschool,p
226722,ECSE,primary,Head Start,p
220770,ECSE,primary,Head Start,p
229774,ECSE,primary,Childcare/Preschool,p
227206,EI to ECSE,primary,Healthy Families Oregon,p
222498,EI to KG,primary,Childcare/Preschool,p
226690,ECSE,primary,Head Start,p
223621,EI to KG,primary,Head Start,p
221140,EI,primary,Hospital,p
223602,EI to KG,primary,Head Start,p
227480,EI,primary,Physician/Clinic,p
223811,EI,primary,Physician/Clinic,p
223319,ECSE,primary,Parents/Family,p
227733,EI to KG,primary,Parents/Family,p
226354,EI,primary,Parents/Family,p
226766,EI to KG,primary,Head Start,p
225151,EI to KG,primary,Childcare/Preschool,p
231824,ECSE,primary,Physician/Clinic,p
231225,ECSE,primary,Head Start,p
235097,ECSE,primary,Childcare/Preschool,p
235014,EI,primary,Parents/Family,ia
235014,ECSE,primary,Other,p
235014,ECSE,secondary,Physician/Clinic,
238093,EI to KG,primary,Head Start,p
231116,ECSE,primary,Parents/Family,ia
231116,ECSE,primary,Other,p
230467,EI,primary,Parents/Family,p
232787,EI to KG,primary,Childcare/Preschool,p
231446,ECSE,primary,Childcare/Preschool,p
233140,ECSE,primary,Parents/Family,ia
233140,ECSE,primary,Other,p
236410,EI,primary,Physician/Clinic,p
235206,EI,primary,Parents/Family,ia
235206,EI,primary,Parents/Family,p
231365,EI,primary,Physician/Clinic,p
238792,EI,primary,Parents/Family,p
237876,ECSE,primary,Parents/Family,p
237381,ECSE,primary,Childcare/Preschool,p
232891,EI,primary,Physician/Clinic,ia
232891,EI to ECSE,primary,Other,p
231896,ECSE,primary,Childcare/Preschool,p
238532,ECSE,primary,Parents/Family,p
235350,ECSE,primary,Head Start,p
237986,EI to KG,primary,Parents/Family,p
239591,EI,primary,Physician/Clinic,p
237885,EI,primary,Physician/Clinic,p
234358,ECSE,primary,Childcare/Preschool,p
237749,EI to KG,primary,Childcare/Preschool,p
233343,EI to KG,primary,Head Start,p
231810,EI,primary,Physician/Clinic,p
238732,ECSE,primary,Childcare/Preschool,p
234146,EI,primary,Parents/Family,p
238908,EI,primary,Physician/Clinic,ia
238908,ECSE,primary,Parents/Family,p
236060,EI,primary,Parents/Family,p
236060,EI,secondary,CAPTA,
233666,EI to KG,primary,Head Start,p
230907,ECSE,primary,Childcare/Preschool,p
230901,EI,primary,Hospital,p
239642,EI,primary,Physician/Clinic,ia
239642,EI,primary,Parents/Family,ia
239642,EI,primary,Other,ia
239642,EI,primary,Other,p
231424,EI,primary,Physician/Clinic,ia
